#1
double table1(8762,2)
0	0
1	501.04
3600	688.05
7200	1038.05
10800	668.05
14400	648.05
18000	798.05
21600	668.05
25200	548.05
28800	798.05
32400	668.05
36000	568.05
39600	578.05
43200	818.05
46800	668.05
50400	768.05
54000	848.05
57600	628.05
61200	658.05
64800	708.05
68400	688.05
72000	668.05
75600	688.05
79200	708.05
82800	708.05
86400	688.05
90000	688.05
93600	1038.05
97200	668.05
100800	648.05
104400	798.05
108000	668.05
111600	548.05
115200	798.05
118800	668.05
122400	568.05
126000	578.05
129600	818.05
133200	668.05
136800	768.05
140400	848.05
144000	628.05
147600	658.05
151200	708.05
154800	688.05
158400	668.05
162000	688.05
165600	708.05
169200	708.05
172800	708.05
176400	768.05
180000	668.05
183600	668.05
187200	668.05
190800	668.05
194400	848.05
198000	668.05
201600	718.05
205200	718.05
208800	668.05
212400	888.05
216000	988.05
219600	1308.05
223200	708.05
226800	708.05
230400	838.05
234000	1298.05
237600	1098.05
241200	948.05
244800	798.05
248400	618.05
252000	778.05
255600	788.05
259200	788.05
262800	838.05
266400	588.05
270000	588.05
273600	718.05
277200	678.05
280800	718.05
284400	638.05
288000	708.05
291600	668.05
295200	698.05
298800	708.05
302400	898.05
306000	818.05
309600	668.05
313200	668.05
316800	668.05
320400	668.05
324000	668.05
327600	668.05
331200	838.05
334800	668.05
338400	668.05
342000	738.05
345600	828.05
349200	798.05
352800	678.05
356400	688.05
360000	648.05
363600	628.05
367200	688.05
370800	658.05
374400	678.05
378000	678.05
381600	668.05
385200	778.05
388800	788.05
392400	808.05
396000	668.05
399600	628.05
403200	628.05
406800	628.05
410400	758.05
414000	738.05
417600	658.05
421200	718.05
424800	708.05
428400	708.05
432000	708.05
435600	858.05
439200	688.05
442800	708.05
446400	688.05
450000	668.05
453600	668.05
457200	728.05
460800	668.05
464400	668.05
468000	658.05
471600	688.05
475200	998.05
478800	648.05
482400	628.05
486000	628.05
489600	628.05
493200	808.05
496800	668.05
500400	668.05
504000	668.05
507600	668.05
511200	688.05
514800	708.05
518400	748.05
522000	748.05
525600	748.05
529200	728.05
532800	628.05
536400	628.05
540000	788.05
543600	668.05
547200	668.05
550800	658.05
554400	628.05
558000	788.05
561600	868.05
565200	718.05
568800	688.05
572400	678.05
576000	628.05
579600	628.05
583200	738.05
586800	708.05
590400	708.05
594000	708.05
597600	708.05
601200	708.05
604800	848.05
608400	648.05
612000	688.05
615600	648.05
619200	668.05
622800	688.05
626400	668.05
630000	718.05
633600	4928.05
637200	6978.05
640800	8198.05
644400	14168.05
648000	7948.05
651600	8618.05
655200	7408.05
658800	5568.05
662400	5348.05
666000	5348.05
669600	4448.05
673200	1668.05
676800	1668.05
680400	1668.05
684000	1528.05
687600	728.05
691200	708.05
694800	708.05
698400	738.05
702000	758.05
705600	828.05
709200	888.05
712800	708.05
716400	828.05
720000	5358.05
723600	6908.05
727200	9778.05
730800	12358.05
734400	7708.05
738000	8828.05
741600	8498.05
745200	5758.05
748800	4848.05
752400	5538.05
756000	4348.05
759600	1648.05
763200	748.05
766800	698.05
770400	698.05
774000	668.05
777600	668.05
781200	668.05
784800	668.05
788400	1098.05
792000	628.05
795600	678.05
799200	668.05
802800	958.05
806400	4588.05
810000	7198.05
813600	10838.05
817200	12058.05
820800	8808.05
824400	9098.05
828000	7718.05
831600	7178.05
835200	5538.05
838800	6228.05
842400	5988.05
846000	2068.05
849600	778.05
853200	818.05
856800	998.05
860400	708.05
864000	708.05
867600	708.05
871200	708.05
874800	738.05
878400	678.05
882000	758.05
885600	668.05
889200	2498.05
892800	3658.05
896400	5758.05
900000	8898.05
903600	10811.04
907200	9608.05
910800	8458.05
914400	5968.05
918000	6998.05
921600	5778.05
925200	4828.05
928800	5168.05
932400	3248.05
936000	758.05
939600	538.05
943200	668.05
946800	838.05
950400	548.05
954000	768.05
957600	568.05
961200	688.05
964800	648.05
968400	658.05
972000	668.05
975600	668.05
979200	758.05
982800	788.05
986400	788.05
990000	728.05
993600	668.05
997200	668.05
1000800	708.05
1004400	668.05
1008000	668.05
1011600	708.05
1015200	708.05
1018800	708.05
1022400	708.05
1026000	708.05
1029600	708.05
1033200	838.05
1036800	698.05
1040400	688.05
1044000	668.05
1047600	698.05
1051200	688.05
1054800	658.05
1058400	688.05
1062000	798.05
1065600	788.05
1069200	788.05
1072800	708.05
1076400	668.05
1080000	668.05
1083600	668.05
1087200	668.05
1090800	668.05
1094400	668.05
1098000	688.05
1101600	628.05
1105200	628.05
1108800	938.05
1112400	928.05
1116000	798.05
1119600	688.05
1123200	668.05
1126800	878.05
1130400	1508.05
1134000	1508.05
1137600	1508.05
1141200	1508.05
1144800	1508.05
1148400	1508.05
1152000	1508.05
1155600	4178.05
1159200	8768.05
1162800	13258.05
1166400	11248.05
1170000	8308.05
1173600	7838.05
1177200	7108.05
1180800	4968.05
1184400	5468.05
1188000	3658.05
1191600	2128.05
1195200	788.05
1198800	838.05
1202400	678.05
1206000	628.05
1209600	628.05
1213200	748.05
1216800	668.05
1220400	678.05
1224000	1178.05
1227600	508.05
1231200	708.05
1234800	678.05
1238400	6358.05
1242000	5278.05
1245600	8508.05
1249200	13418.05
1252800	7588.05
1256400	8848.05
1260000	6588.05
1263600	6618.05
1267200	6348.05
1270800	6258.05
1274400	5138.05
1278000	2708.05
1281600	2978.05
1285200	1328.05
1288800	1028.05
1292400	1028.05
1296000	1108.05
1299600	948.05
1303200	978.05
1306800	938.05
1310400	968.05
1314000	958.05
1317600	948.05
1321200	1108.05
1324800	6888.05
1328400	7028.05
1332000	8448.05
1335600	10238.05
1339200	7818.05
1342800	7388.05
1346400	6438.05
1350000	6988.05
1353600	4188.05
1357200	4148.05
1360800	2768.05
1364400	2228.05
1368000	2278.05
1371600	1148.05
1375200	708.05
1378800	708.05
1382400	708.05
1386000	828.05
1389600	748.05
1393200	718.05
1396800	878.05
1400400	578.05
1404000	1178.05
1407600	2348.05
1411200	2388.05
1414800	7348.05
1418400	8028.05
1422000	15568.05
1425600	7988.05
1429200	8048.05
1432800	5958.05
1436400	5148.05
1440000	5418.05
1443600	3308.05
1447200	2908.05
1450800	2318.05
1454400	1398.05
1458000	708.05
1461600	708.05
1465200	708.05
1468800	708.05
1472400	708.05
1476000	708.05
1479600	878.05
1483200	668.05
1486800	668.05
1490400	758.05
1494000	738.05
1497600	6598.05
1501200	6678.05
1504800	10638.05
1508400	12748.05
1512000	8848.05
1515600	9078.05
1519200	5898.05
1522800	5628.05
1526400	4658.05
1530000	4788.05
1533600	4788.05
1537200	3138.05
1540800	1218.05
1544400	688.05
1548000	788.05
1551600	788.05
1555200	788.05
1558800	758.05
1562400	668.05
1566000	898.05
1569600	538.05
1573200	668.05
1576800	668.05
1580400	738.05
1584000	678.05
1587600	678.05
1591200	698.05
1594800	1018.05
1598400	748.05
1602000	638.05
1605600	678.05
1609200	668.05
1612800	668.05
1616400	728.05
1620000	818.05
1623600	708.05
1627200	708.05
1630800	608.05
1634400	748.05
1638000	748.05
1641600	748.05
1645200	748.05
1648800	748.05
1652400	778.05
1656000	668.05
1659600	668.05
1663200	698.05
1666800	738.05
1670400	668.05
1674000	668.05
1677600	848.05
1681200	1318.05
1684800	948.05
1688400	678.05
1692000	668.05
1695600	668.05
1699200	668.05
1702800	728.05
1706400	668.05
1710000	668.05
1713600	778.05
1717200	668.05
1720800	678.05
1724400	1038.05
1728000	678.05
1731600	668.05
1735200	668.05
1738800	668.05
1742400	768.05
1746000	708.05
1749600	708.05
1753200	1398.05
1756800	4948.05
1760400	7868.05
1764000	7868.05
1767600	8778.05
1771200	8628.05
1774800	7018.05
1778400	6028.05
1782000	4948.05
1785600	3948.05
1789200	4558.05
1792800	4218.05
1796400	2548.05
1800000	768.05
1803600	778.05
1807200	888.05
