#1
double table1(17523,2)
0	0.00
1	8274.38
3600	11124.73
7200	10704.73
10800	10594.73
14400	11374.73
18000	11194.73
21600	12324.73
25200	12244.73
28800	9914.73
32400	8264.73
36000	6234.73
39600	6634.73
43200	6534.73
46800	6354.73
50400	6334.73
54000	6334.73
57600	6714.73
61200	9624.73
64800	9964.73
68400	10174.73
72000	9954.73
75600	10144.73
79200	10694.73
82800	8064.73
86400	7304.73
90000	7274.73
93600	8894.73
97200	8284.73
100800	8674.73
104400	8814.73
108000	9844.73
111600	18124.73
115200	24974.73
118800	23404.73
122400	22234.73
126000	21164.73
129600	18914.73
133200	18584.73
136800	19524.73
140400	19644.73
144000	15954.73
147600	13224.73
151200	12144.73
154800	11274.73
158400	11404.73
162000	11324.73
165600	12054.73
169200	9084.73
172800	8374.73
176400	8324.73
180000	8674.73
183600	8524.73
187200	8774.73
190800	8454.73
194400	9814.73
198000	19334.73
201600	28134.73
205200	25464.73
208800	20714.73
212400	22104.73
216000	19694.73
219600	19534.73
223200	19454.73
226800	18824.73
230400	21244.73
234000	17414.73
237600	11904.73
241200	11754.73
244800	11314.73
248400	11304.73
252000	11744.73
255600	9024.73
259200	8424.73
262800	8124.73
266400	8194.73
270000	8324.73
273600	8484.73
277200	8144.73
280800	10674.73
284400	21524.73
288000	28264.73
291600	27034.73
295200	24364.73
298800	22594.73
302400	22014.73
306000	17324.73
309600	13514.73
313200	11894.73
316800	11554.73
320400	10754.73
324000	10954.73
327600	12424.73
331200	12514.73
334800	12644.73
338400	12714.73
342000	11924.73
345600	10634.73
349200	18464.73
352800	24154.73
356400	16774.73
360000	8374.73
363600	8024.73
367200	9484.73
370800	11204.73
374400	11004.73
378000	7794.73
381600	8054.73
385200	7904.73
388800	8044.73
392400	8774.73
396000	7894.73
399600	7754.73
403200	9004.73
406800	13014.73
410400	14104.73
414000	13544.73
417600	11344.73
421200	11604.73
424800	11244.73
428400	8424.73
432000	8734.73
435600	9514.73
439200	9514.73
442800	16924.73
446400	20764.73
450000	14174.73
453600	9364.73
457200	11084.73
460800	10814.73
464400	8534.73
468000	7814.73
471600	7694.73
475200	8104.73
478800	7654.73
482400	7674.73
486000	7724.73
489600	7874.73
493200	10394.73
496800	13364.73
500400	15944.73
504000	11804.73
507600	12074.73
