#1
double table1(8762,2)
0	0
1	8000
3600	12000
7200	11000
10800	13000
14400	22000
18000	22000
21600	22000
25200	23000
28800	21000
32400	23000
36000	24000
39600	22000
43200	23000
46800	21000
50400	23000
54000	22000
57600	23000
61200	17000
64800	13000
68400	10000
72000	12000
75600	12000
79200	12000
82800	13000
86400	16000
90000	13000
93600	9000
97200	9000
100800	12000
104400	16000
108000	11000
111600	10000
115200	16280
118800	12720
122400	10000
126000	19000
129600	23000
133200	26000
136800	28000
140400	22000
144000	24000
147600	22000
151200	29000
154800	25000
158400	21000
162000	20000
165600	26000
169200	23000
172800	15000
176400	13000
180000	14000
183600	14000
187200	13000
190800	17000
194400	22000
198000	22000
201600	20000
205200	21000
208800	21000
212400	21000
216000	22000
219600	22000
223200	22000
226800	21000
230400	21000
234000	19000
237600	18000
241200	10000
244800	11000
248400	11000
252000	11000
255600	11000
259200	12000
262800	11000
266400	11000
270000	10000
273600	10000
277200	17000
280800	22000
284400	20000
288000	19000
291600	20000
295200	20000
298800	19000
302400	18000
306000	17000
309600	17000
313200	16000
316800	16000
320400	16000
324000	13000
327600	4000
331200	6000
334800	7000
338400	7000
342000	7000
345600	7000
349200	6000
352800	7000
356400	7000
360000	7000
363600	7000
367200	8000
370800	8000
374400	8000
378000	9000
381600	9000
385200	9000
388800	9000
392400	7000
396000	7000
399600	6000
403200	8000
406800	8000
410400	8000
414000	9000
417600	8000
421200	8000
424800	9000
428400	9000
432000	9000
435600	9000
439200	10000
442800	9000
446400	10000
450000	9000
453600	9000
457200	10000
460800	9000
464400	10000
468000	9000
471600	10000
475200	9000
478800	8000
482400	9000
486000	7000
489600	8000
493200	8000
496800	10000
500400	10000
504000	12000
507600	11000
511200	12000
514800	11000
518400	12000
522000	12000
525600	13000
529200	12000
532800	13000
536400	13000
540000	13000
543600	14000
547200	13000
550800	13000
554400	13000
558000	13000
561600	12000
565200	11000
568800	12000
572400	11000
576000	10000
579600	12000
583200	12000
586800	13000
590400	13000
594000	13000
597600	14000
601200	13000
604800	12000
608400	13000
612000	11000
615600	11000
619200	12000
622800	16000
626400	22000
630000	20000
633600	22000
637200	23000
640800	24000
644400	22000
648000	27000
651600	23000
655200	24000
658800	27000
662400	23000
666000	24000
669600	24000
673200	18000
676800	16000
680400	14000
684000	16000
687600	14000
691200	14000
694800	15000
698400	16000
702000	16000
705600	17000
709200	20000
712800	22000
716400	24000
720000	25000
723600	25000
727200	24000
730800	26000
734400	25000
738000	24000
741600	24000
745200	23000
748800	24000
752400	23000
756000	22000
759600	9000
763200	7000
766800	8000
770400	8000
774000	8000
777600	8000
781200	8000
784800	8000
788400	7000
792000	8000
795600	14000
799200	23000
802800	22000
806400	23000
810000	22000
813600	20000
817200	22000
820800	20000
824400	19000
828000	17000
831600	16000
835200	16000
838800	18000
842400	12000
